SAMPLEID,PROJECTCOD,SAMPLETYPE,X,Y,Z,ZONE,AnomalyID,StmNo,As_40PNB_p,Co_40PNB_p,Cu_40PNB_p,Cu_40U6D_p,Ni_40PNB_p,Pb_40PNB_p,Sn_40ZZZ_p,Zn_40PNB_p,DLAT_2020,DLONG_2020
PM404744,KIMBERLEY,STMSD,318333,7921383,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.78,127.27
PM404745,KIMBERLEY,STMSD,317419,7921440,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.26
PM404746,KIMBERLEY,STMSD,316804,7920226,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.8,127.26
PM404747,KIMBERLEY,STMSD,317815,7920541,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.79,127.27
PM404748,KIMBERLEY,STMSD,318005,7920272,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.79,127.27
PM404749,KIMBERLEY,STMSD,319085,7920903,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.79,127.28
PM404750,KIMBERLEY,STMSD,319083,7920348,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.79,127.28
PM404751,KIMBERLEY,STMSD,319149,7919764,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.8,127.28
PM404752,KIMBERLEY,STMSD,318761,7919312,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.8,127.28
PM404753,KIMBERLEY,STMSD,318795,7919040,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.81,127.28
PM404754,KIMBERLEY,STMSD,318938,7918814,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.81,127.28
PM404755,KIMBERLEY,STMSD,318456,7918580,0,AMG84-52,,2,-9999,-9999,10,0,13,-10,-1,-10,-18.81,127.27
PM404756,KIMBERLEY,STMSD,318477,7917798,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.82,127.27
PM404757,KIMBERLEY,STMSD,317782,7918039,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.81,127.27
PM404758,KIMBERLEY,STMSD,317601,7918158,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.81,127.27
PM404759,KIMBERLEY,STMSD,317895,7916951,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.82,127.27
PM404760,KIMBERLEY,STMSD,317998,7916729,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.83,127.27
PM404761,KIMBERLEY,STMSD,319860,7923246,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.29
PM404762,KIMBERLEY,STMSD,320099,7922443,0,AMG84-52,,3,-9999,-9999,10,0,-10,-10,-1,-10,-18.78,127.29
PM404763,KIMBERLEY,STMSD,320449,7921788,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.29
PM404764,KIMBERLEY,STMSD,320354,7921530,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.29
PM404765,KIMBERLEY,STMSD,320751,7920706,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.79,127.3
PM404766,KIMBERLEY,STMSD,321265,7921038,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.79,127.3
PM404767,KIMBERLEY,STMSD,322039,7920311,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.79,127.31
PM404768,KIMBERLEY,STMSD,320707,7919719,0,AMG84-52,SE209165,1,-9999,-9999,10,0,13,-10,15,-10,-18.8,127.29
PM404769,KIMBERLEY,STMSD,320954,7919621,0,AMG84-52,SE209165,3,-9999,-9999,10,0,19,-10,2,-10,-18.8,127.3
PM404770,KIMBERLEY,STMSD,321347,7918743,0,AMG84-52,,2,-9999,-9999,10,0,13,-10,-1,-10,-18.81,127.3
PM404771,KIMBERLEY,STMSD,321121,7918719,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.81,127.3
PM404772,KIMBERLEY,STMSD,320974,7918485,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.81,127.3
PM404773,KIMBERLEY,STMSD,320841,7917855,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.82,127.3
PM404774,KIMBERLEY,STMSD,322015,7917939,0,AMG84-52,,2,-9999,-9999,10,0,19,-10,-1,-10,-18.82,127.31
PM404775,KIMBERLEY,STMSD,322158,7917713,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.82,127.31
PM404776,KIMBERLEY,STMSD,323317,7917603,0,AMG84-52,,1,-9999,-9999,10,0,25,-10,-1,-10,-18.82,127.32
PM404777,KIMBERLEY,STMSD,323776,7916345,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.83,127.32
PM404778,KIMBERLEY,STMSD,323089,7917085,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.82,127.32
PM404779,KIMBERLEY,STMSD,321995,7917275,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.82,127.31
PM404780,KIMBERLEY,STMSD,321743,7916974,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.82,127.3
PM404781,KIMBERLEY,STMSD,321763,7916443,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.83,127.3
PM404782,KIMBERLEY,STMSD,321319,7916450,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.83,127.3
PM404783,KIMBERLEY,STMSD,321383,7916296,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.83,127.3
PM404784,KIMBERLEY,STMSD,321381,7916076,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.83,127.3
PM404785,KIMBERLEY,STMSD,322212,7915640,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.84,127.31
PM404786,KIMBERLEY,STMSD,320811,7915427,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-1,-10,-18.84,127.3
PM404787,KIMBERLEY,STMSD,320011,7914658,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-1,-10,-18.85,127.29
PM404788,KIMBERLEY,STMSD,320193,7914590,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.85,127.29
PM404789,KIMBERLEY,STMSD,321010,7914427,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.85,127.3
PM404790,KIMBERLEY,STMSD,321871,7914737,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.85,127.31
PM404791,KIMBERLEY,STMSD,321422,7923633,0,AMG84-52,,4,-9999,-9999,10,0,6,-10,-1,-10,-18.76,127.3
PM404792,KIMBERLEY,STMSD,322100,7922979,0,AMG84-52,,4,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.31
PM404793,KIMBERLEY,STMSD,321958,7922822,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.31
PM404794,KIMBERLEY,STMSD,323068,7922391,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.32
PM404795,KIMBERLEY,STMSD,323220,7922562,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.32
PM404796,KIMBERLEY,STMSD,323446,7921627,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.32
PM404797,KIMBERLEY,STMSD,324276,7921922,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.33
PM404798,KIMBERLEY,STMSD,324247,7922222,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.33
PM404799,KIMBERLEY,STMSD,325146,7921664,0,AMG84-52,,0,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.34
PM404800,KIMBERLEY,STMSD,325233,7922305,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.78,127.34
PM404801,KIMBERLEY,STMSD,325668,7922941,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.34
PM404802,KIMBERLEY,STMSD,325724,7922765,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.77,127.34
PM404803,KIMBERLEY,STMSD,326352,7921818,0,AMG84-52,,2,-9999,-9999,10,0,19,-10,-1,-10,-18.78,127.35
PM404804,KIMBERLEY,STMSD,327168,7921625,0,AMG84-52,SE209163,0,-9999,-9999,10,0,6,-10,25,-10,-18.78,127.36
PM404805,KIMBERLEY,STMSD,327117,7921297,0,AMG84-52,SE209163,1,-9999,-9999,10,0,6,-10,40,-10,-18.79,127.36
PM404806,KIMBERLEY,STMSD,328022,7922090,0,AMG84-52,SE209163,1,-9999,-9999,10,0,-10,-10,25,-10,-18.78,127.36
PM404807,KIMBERLEY,STMSD,328147,7921863,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.78,127.37
PM404808,KIMBERLEY,STMSD,328226,7921628,0,AMG84-52,SE209163,1,-9999,-9999,10,0,13,-10,15,-10,-18.78,127.37
PM404809,KIMBERLEY,STMSD,328083,7921426,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-1,-10,-18.79,127.37
PM404810,KIMBERLEY,STMSD,326103,7920034,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-9999,-10,-18.8,127.35
PM404811,KIMBERLEY,STMSD,325320,7920380,0,AMG84-52,,1,-9999,-9999,10,0,19,-10,-9999,-10,-18.79,127.34
PM404812,KIMBERLEY,STMSD,325172,7920193,0,AMG84-52,,2,-9999,-9999,10,0,13,-10,-9999,-10,-18.8,127.34
PM404813,KIMBERLEY,STMSD,324901,7920302,0,AMG84-52,,0,-9999,-9999,10,0,13,-10,-9999,-10,-18.8,127.33
PM404814,KIMBERLEY,STMSD,324832,7920079,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-9999,-10,-18.8,127.33
PM404815,KIMBERLEY,STMSD,325347,7918945,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-18.81,127.34
PM404816,KIMBERLEY,STMSD,325132,7918904,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-18.81,127.34
PM404817,KIMBERLEY,STMSD,325816,7918050,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-18.82,127.34
PM404818,KIMBERLEY,STMSD,323363,7919421,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.8,127.32
PM404819,KIMBERLEY,STMSD,323841,7920469,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-18.79,127.32
PM404820,KIMBERLEY,STMSD,323987,7920562,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-9999,-10,-18.79,127.33
PM404821,KIMBERLEY,STMSD,336659,8058321,0,AMG84-52,,1,-9999,-9999,20,0,-10,-10,-9999,-10,-17.55,127.46
PM404822,KIMBERLEY,STMSD,336215,8058815,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-9999,-10,-17.54,127.45
PM404823,KIMBERLEY,STMSD,336768,8059648,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-9999,-10,-17.54,127.46
PM404824,KIMBERLEY,STMSD,337015,8059493,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-17.54,127.46
PM404825,KIMBERLEY,STMSD,336885,8060202,0,AMG84-52,,2,-9999,-9999,10,0,6,-10,-9999,-10,-17.53,127.46
PM404826,KIMBERLEY,STMSD,336693,8060346,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.53,127.46
PM404827,KIMBERLEY,STMSD,335265,8059957,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.53,127.44
PM404828,KIMBERLEY,STMSD,335300,8059817,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.54,127.44
PM404829,KIMBERLEY,STMSD,337448,8060990,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.53,127.46
PM404830,KIMBERLEY,STMSD,338162,8061235,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.52,127.47
PM404831,KIMBERLEY,STMSD,338122,8061544,0,AMG84-52,,3,-9999,-9999,10,0,6,-10,-9999,-10,-17.52,127.47
PM404832,KIMBERLEY,STMSD,291148,7898900,0,AMG84-52,,0,-9999,-9999,10,0,6,-10,-9999,-10,-18.99,127.01
PM404833,KIMBERLEY,STMSD,290135,7899369,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.98,127
PM404834,KIMBERLEY,STMSD,289881,7899219,0,AMG84-52,,0,-9999,-9999,10,0,-10,-10,-9999,-10,-18.98,127
PM404835,KIMBERLEY,STMSD,336409,8064961,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.49,127.46
PM404836,KIMBERLEY,STMSD,336179,8065041,0,AMG84-52,SE205060,1,-9999,-9999,10,0,-10,100,-9999,-10,-17.49,127.45
PM404837,KIMBERLEY,STMSD,335910,8064151,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.5,127.45
PM404838,KIMBERLEY,STMSD,335401,8063315,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.5,127.45
PM404839,KIMBERLEY,STMSD,336189,8065966,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.48,127.45
PM404840,KIMBERLEY,STMSD,335909,8065804,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.48,127.45
PM404841,KIMBERLEY,STMSD,335771,8066121,0,AMG84-52,SE205061,2,-9999,-9999,10,0,-10,25,-9999,-10,-17.48,127.45
PM404842,KIMBERLEY,STMSD,334925,8066102,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.48,127.44
PM404843,KIMBERLEY,STMSD,334798,8065890,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.48,127.44
PM404844,KIMBERLEY,STMSD,334905,8065632,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.48,127.44
PM404845,KIMBERLEY,STMSD,333882,8066099,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.48,127.43
PM404846,KIMBERLEY,STMSD,333799,8065927,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.48,127.43
PM404847,KIMBERLEY,STMSD,332986,8065370,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.49,127.42
PM404848,KIMBERLEY,STMSD,332792,8064021,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.5,127.42
PM404849,KIMBERLEY,STMSD,332833,8063752,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.5,127.42
PM404850,KIMBERLEY,STMSD,334110,8064445,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.49,127.43
PM404851,KIMBERLEY,STMSD,339336,8065236,0,AMG84-52,,3,-9999,-9999,0,0,0,0,-9999,0,-17.49,127.48
PM404852,KIMBERLEY,STMSD,339432,8064514,0,AMG84-52,,1,-9999,-9999,0,0,0,0,-9999,0,-17.49,127.48
PM404853,KIMBERLEY,STMSD,338962,8064453,0,AMG84-52,,3,-9999,-9999,0,0,0,0,-9999,0,-17.49,127.48
PM404854,KIMBERLEY,STMSD,339149,8064003,0,AMG84-52,,1,-9999,-9999,0,0,0,0,-9999,0,-17.5,127.48
PM404855,KIMBERLEY,STMSD,338907,8063992,0,AMG84-52,,3,-9999,-9999,10,0,-10,-10,-9999,-10,-17.5,127.48
PM404856,KIMBERLEY,STMSD,337859,8063489,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.5,127.47
PM404857,KIMBERLEY,STMSD,338052,8063209,0,AMG84-52,,3,-9999,-9999,10,0,-10,-10,-9999,-10,-17.51,127.47
PM404858,KIMBERLEY,STMSD,338350,8062326,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.51,127.47
PM404859,KIMBERLEY,STMSD,338075,8062405,0,AMG84-52,,3,-9999,-9999,10,0,-10,-10,-9999,-10,-17.51,127.47
PM404860,KIMBERLEY,STMSD,337777,8062118,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.51,127.47
PM404861,KIMBERLEY,STMSD,336756,8062271,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.51,127.46
PM404862,KIMBERLEY,STMSD,338991,8060806,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.53,127.48
PM404863,KIMBERLEY,STMSD,338664,8059974,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.53,127.48
PM404864,KIMBERLEY,STMSD,338385,8060018,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.53,127.47
PM404865,KIMBERLEY,STMSD,338333,8057968,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.55,127.47
PM404866,KIMBERLEY,STMSD,339171,8037318,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.48
PM404867,KIMBERLEY,STMSD,338134,8036222,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-17.75,127.47
PM404868,KIMBERLEY,STMSD,335686,8037402,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.45
PM404869,KIMBERLEY,STMSD,335635,8036983,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.45
PM404870,KIMBERLEY,STMSD,334590,8037689,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.44
PM404871,KIMBERLEY,STMSD,334683,8037438,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.44
PM404872,KIMBERLEY,STMSD,333521,8036842,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.43
PM404873,KIMBERLEY,STMSD,333281,8036685,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.42
PM404874,KIMBERLEY,STMSD,333599,8036597,0,AMG84-52,,4,-9999,-9999,10,0,-10,-10,-9999,-10,-17.75,127.43
PM404875,KIMBERLEY,STMSD,329124,8036516,0,AMG84-52,,2,-9999,-9999,10,0,13,-10,-9999,-10,-17.75,127.38
PM404876,KIMBERLEY,STMSD,329303,8036614,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.39
PM404877,KIMBERLEY,STMSD,329620,8037344,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.39
PM404878,KIMBERLEY,STMSD,329757,8037333,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.39
PM404879,KIMBERLEY,STMSD,328570,8037166,0,AMG84-52,,2,-9999,-9999,10,0,-10,-10,-9999,-10,-17.74,127.38
PM404880,KIMBERLEY,STMSD,328611,8038109,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-9999,-10,-17.73,127.38
PM404881,KIMBERLEY,STMSD,328403,8038082,0,AMG84-52,,1,-9999,-9999,10,0,13,-10,-9999,-10,-17.73,127.38
PM404882,KIMBERLEY,STMSD,329254,8038916,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.72,127.39
PM404883,KIMBERLEY,STMSD,328953,8043815,0,AMG84-52,,1,-9999,-9999,10,0,6,-10,-9999,-10,-17.68,127.38
PM404884,KIMBERLEY,STMSD,327796,8043708,0,AMG84-52,,1,-9999,-9999,10,0,-10,-10,-9999,-10,-17.68,127.37
PM404885,KIMBERLEY,STMSD,327821,8043239,0,AMG84-52,,2,-9999,-9999,40,-0.5,25,-10,-9999,-10,-17.68,127.37
PM404886,KIMBERLEY,STMSD,327632,8043096,0,AMG84-52,,2,-9999,-9999,30,-0.5,25,-10,-9999,-10,-17.69,127.37
PM404887,KIMBERLEY,STMSD,328311,8043094,0,AMG84-52,,1,-9999,-9999,30,-0.5,13,-10,-9999,-10,-17.69,127.38
PM404888,KIMBERLEY,STMSD,328398,8042753,0,AMG84-52,SE205062,2,-9999,-9999,50,-0.5,25,-10,-9999,-10,-17.69,127.38
PM404889,KIMBERLEY,STMSD,329438,8042857,0,AMG84-52,,1,-9999,-9999,30,-0.5,6,-10,-9999,-10,-17.69,127.39
PM404890,KIMBERLEY,STMSD,328789,8041546,0,AMG84-52,,1,-9999,-9999,30,-0.5,6,-10,-9999,-10,-17.7,127.38
PM404891,KIMBERLEY,STMSD,328963,8041714,0,AMG84-52,,1,-9999,-9999,30,-0.5,6,-10,-9999,-10,-17.7,127.38
PM404892,KIMBERLEY,STMSD,327648,8042717,0,AMG84-52,,1,-9999,-9999,30,-0.5,6,-10,-9999,-10,-17.69,127.37
PM404893,KIMBERLEY,STMSD,327389,8042680,0,AMG84-52,,1,-9999,-9999,30,-0.5,6,-10,-9999,-10,-17.69,127.37
PM404894,KIMBERLEY,STMSD,326809,8042062,0,AMG84-52,,1,-9999,-9999,40,-0.5,-10,-10,-9999,-10,-17.7,127.36
PM404895,KIMBERLEY,STMSD,327232,8043934,0,AMG84-52,,3,-9999,-9999,30,-0.5,-10,-10,-9999,-10,-17.68,127.37
PM404896,KIMBERLEY,STMSD,328073,8044848,0,AMG84-52,,2,-9999,-9999,30,-0.5,-10,-10,-9999,-10,-17.67,127.38
PM404897,KIMBERLEY,STMSD,326827,8044827,0,AMG84-52,SE205063,2,-9999,-9999,50,-0.5,-10,-10,-9999,-10,-17.67,127.36
PM404898,KIMBERLEY,STMSD,326565,8044990,0,AMG84-52,,1,-9999,-9999,40,-0.5,-10,-10,-9999,-10,-17.67,127.36
PM404899,KIMBERLEY,STMSD,325971,8044887,0,AMG84-52,,3,-9999,-9999,40,-0.5,-10,-10,-9999,-10,-17.67,127.36
PM404900,KIMBERLEY,STMSD,325144,8044322,0,AMG84-52,,3,-9999,-9999,40,-0.5,-10,-10,-9999,-10,-17.67,127.35
PM404901,KIMBERLEY,STMSD,324136,8043939,0,AMG84-52,,3,-9999,-9999,30,-0.5,-10,-10,-9999,-10,-17.68,127.34
PM404902,KIMBERLEY,STMSD,324154,8043719,0,AMG84-52,,2,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.68,127.34
PM404903,KIMBERLEY,STMSD,325195,8043498,0,AMG84-52,,2,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.68,127.35
PM404904,KIMBERLEY,STMSD,323278,8043349,0,AMG84-52,,3,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.68,127.33
PM404905,KIMBERLEY,STMSD,322873,8042565,0,AMG84-52,,1,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.69,127.33
PM404906,KIMBERLEY,STMSD,322693,8042787,0,AMG84-52,,3,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.69,127.32
PM404907,KIMBERLEY,STMSD,322325,8042072,0,AMG84-52,,1,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.69,127.32
PM404908,KIMBERLEY,STMSD,321566,8042110,0,AMG84-52,,3,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.69,127.31
PM404909,KIMBERLEY,STMSD,321102,8041856,0,AMG84-52,,3,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.7,127.31
PM404910,KIMBERLEY,STMSD,320344,8041655,0,AMG84-52,,3,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.7,127.3
PM404911,KIMBERLEY,STMSD,320123,8041807,0,AMG84-52,,4,-9999,-9999,40,-0.5,25,-10,-9999,-10,-17.7,127.3
PM404912,KIMBERLEY,STMSD,320122,8042551,0,AMG84-52,,4,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.69,127.3
PM404913,KIMBERLEY,STMSD,320955,8043590,0,AMG84-52,,4,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.68,127.31
PM404914,KIMBERLEY,STMSD,319669,8042411,0,AMG84-52,,2,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.69,127.3
PM404915,KIMBERLEY,STMSD,319572,8041444,0,AMG84-52,,2,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.7,127.29
PM404916,KIMBERLEY,STMSD,319812,8041236,0,AMG84-52,,3,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.7,127.3
PM404917,KIMBERLEY,STMSD,320607,8040718,0,AMG84-52,,2,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.71,127.3
PM404918,KIMBERLEY,STMSD,321678,8040527,0,AMG84-52,,2,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.71,127.31
PM404919,KIMBERLEY,STMSD,321523,8040219,0,AMG84-52,,1,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.71,127.31
PM404920,KIMBERLEY,STMSD,322085,8039389,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.72,127.32
PM404921,KIMBERLEY,STMSD,322477,8038671,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.73,127.32
PM404922,KIMBERLEY,STMSD,322440,8039840,0,AMG84-52,,2,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.71,127.32
PM404923,KIMBERLEY,STMSD,323413,8040213,0,AMG84-52,,2,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.71,127.33
PM404924,KIMBERLEY,STMSD,319487,8041140,0,AMG84-52,,4,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.7,127.29
PM404925,KIMBERLEY,STMSD,318594,8040182,0,AMG84-52,,4,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.71,127.29
PM404926,KIMBERLEY,STMSD,317998,8040388,0,AMG84-52,,2,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.71,127.28
PM404927,KIMBERLEY,STMSD,317975,8039255,0,AMG84-52,,2,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.72,127.28
PM404928,KIMBERLEY,STMSD,318178,8039268,0,AMG84-52,,4,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.72,127.28
PM404929,KIMBERLEY,STMSD,318168,8038055,0,AMG84-52,,4,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.73,127.28
PM404930,KIMBERLEY,STMSD,318338,8037844,0,AMG84-52,,2,-9999,-9999,10,-0.5,13,-10,-9999,-10,-17.73,127.28
PM404931,KIMBERLEY,STMSD,319251,8038358,0,AMG84-52,,1,-9999,-9999,10,-0.5,13,-10,-9999,-10,-17.73,127.29
PM404932,KIMBERLEY,STMSD,319962,8038924,0,AMG84-52,,1,-9999,-9999,10,-0.5,-10,-10,-9999,-10,-17.72,127.3
PM404933,KIMBERLEY,STMSD,319994,8038649,0,AMG84-52,,1,-9999,-9999,10,-0.5,6,-10,-9999,-10,-17.73,127.3
PM404951,KIMBERLEY,STMSD,292683,7899351,0,AMG84-52,,0,-9999,-9999,10,0,6,-10,-9999,-10,-18.98,127.03
PM404952,KIMBERLEY,STMSD,292650,7899114,0,AMG84-52,,0,-9999,-9999,10,0,6,-10,-9999,-10,-18.98,127.03
