SAMPLEID,PROJECTCOD,SAMPLETYPE,X,Y,Z,ZONE,AnomalyID,StmNo,As_40PNB_p,Co_40PNB_p,Cu_40PNB_p,Cu_40U6D_p,Ni_40PNB_p,Pb_40PNB_p,Sn_40ZZZ_p,Zn_40PNB_p,DLAT_2020,DLONG_2020
PM426857,KIMBERLEY,STMSD,374446,7961625,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.43,127.81
PM426858,KIMBERLEY,STMSD,374367,7961893,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.42,127.81
PM426859,KIMBERLEY,STMSD,377612,7961115,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.43,127.84
PM426860,KIMBERLEY,STMSD,377453,7960109,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.44,127.84
PM426861,KIMBERLEY,STMSD,377327,7960196,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.44,127.83
PM426862,KIMBERLEY,STMSD,376747,7959687,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.44,127.83
PM426863,KIMBERLEY,STMSD,376394,7958362,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.45,127.83
PM426864,KIMBERLEY,STMSD,376462,7957209,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.47,127.83
PM426865,KIMBERLEY,STMSD,376445,7955736,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.48,127.83
PM426866,KIMBERLEY,STMSD,380785,7955966,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.48,127.87
PM426867,KIMBERLEY,STMSD,381035,7955920,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.48,127.87
PM426868,KIMBERLEY,STMSD,380624,7956687,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.47,127.87
PM426869,KIMBERLEY,STMSD,380570,7956966,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.47,127.87
PM426870,KIMBERLEY,STMSD,379326,7957209,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.47,127.85
PM426871,KIMBERLEY,STMSD,381882,7957149,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.47,127.88
PM426872,KIMBERLEY,STMSD,383057,7957833,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.46,127.89
PM426873,KIMBERLEY,STMSD,382060,7959499,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.44,127.88
PM426874,KIMBERLEY,STMSD,382212,7960641,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.43,127.88
PM426875,KIMBERLEY,STMSD,380975,7960409,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.44,127.87
PM426876,KIMBERLEY,STMSD,379890,7960665,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.43,127.86
PM426877,KIMBERLEY,STMSD,373043,7952374,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.79
PM426878,KIMBERLEY,STMSD,374106,7952176,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.8
PM426879,KIMBERLEY,STMSD,374142,7951921,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.8
PM426880,KIMBERLEY,STMSD,374309,7952063,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.81
PM426881,KIMBERLEY,STMSD,375296,7952366,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.51,127.81
PM426882,KIMBERLEY,STMSD,375204,7952522,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.81
PM426883,KIMBERLEY,STMSD,376332,7952873,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.5,127.82
PM426884,KIMBERLEY,STMSD,377126,7952959,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.5,127.83
PM426885,KIMBERLEY,STMSD,378010,7952735,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.84
PM426886,KIMBERLEY,STMSD,378735,7952873,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.5,127.85
PM426887,KIMBERLEY,STMSD,378765,7952553,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.85
PM426888,KIMBERLEY,STMSD,378786,7952333,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.51,127.85
PM426889,KIMBERLEY,STMSD,378696,7951796,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.51,127.85
PM426890,KIMBERLEY,STMSD,378393,7951851,0,AMG84-52,,0,10,-9999,10,0,-10,-10,-9999,-10,-18.51,127.84
PM426891,KIMBERLEY,STMSD,377700,7951279,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.52,127.84
PM426892,KIMBERLEY,STMSD,376981,7950667,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.52,127.83
PM426893,KIMBERLEY,STMSD,376631,7949735,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.83
PM426894,KIMBERLEY,STMSD,373924,7949187,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.54,127.8
PM426895,KIMBERLEY,STMSD,374740,7949118,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.54,127.81
PM426896,KIMBERLEY,STMSD,375428,7949107,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.54,127.82
PM426897,KIMBERLEY,STMSD,376120,7949025,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.54,127.82
PM426898,KIMBERLEY,STMSD,376080,7948772,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.54,127.82
PM426899,KIMBERLEY,STMSD,376851,7949203,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.54,127.83
PM426900,KIMBERLEY,STMSD,377867,7949136,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.54,127.84
PM426901,KIMBERLEY,STMSD,378207,7949754,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.53,127.84
PM426902,KIMBERLEY,STMSD,378681,7950644,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.52,127.85
PM426903,KIMBERLEY,STMSD,378758,7951346,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.52,127.85
PM426904,KIMBERLEY,STMSD,379092,7951355,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.52,127.85
PM426905,KIMBERLEY,STMSD,379671,7950782,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.52,127.86
PM426906,KIMBERLEY,STMSD,379574,7952928,0,AMG84-52,,0,-5,-9999,-5,0,6,-10,-9999,-10,-18.5,127.86
PM426907,KIMBERLEY,STMSD,379639,7952673,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.51,127.86
PM426908,KIMBERLEY,STMSD,380672,7952172,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.51,127.87
PM426909,KIMBERLEY,STMSD,381889,7952775,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.51,127.88
PM426910,KIMBERLEY,STMSD,382072,7952673,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.51,127.88
PM426911,KIMBERLEY,STMSD,381645,7951049,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.52,127.87
PM426912,KIMBERLEY,STMSD,381072,7950235,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.53,127.87
PM426913,KIMBERLEY,STMSD,380333,7949589,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.53,127.86
PM426914,KIMBERLEY,STMSD,379142,7949060,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.54,127.85
PM426915,KIMBERLEY,STMSD,378529,7948547,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.54,127.85
PM426916,KIMBERLEY,STMSD,377860,7947914,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.55,127.84
PM426917,KIMBERLEY,STMSD,376681,7947225,0,AMG84-52,,0,10,-9999,10,0,6,-10,-9999,-10,-18.56,127.83
PM426918,KIMBERLEY,STMSD,376468,7947304,0,AMG84-52,,0,-5,-9999,10,0,13,-10,-9999,-10,-18.55,127.83
PM426919,KIMBERLEY,STMSD,375502,7947375,0,AMG84-52,,0,-5,-9999,10,0,13,-10,-9999,-10,-18.55,127.82
PM426920,KIMBERLEY,STMSD,374280,7947066,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.56,127.8
PM426921,KIMBERLEY,STMSD,374350,7947339,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.55,127.81
PM426922,KIMBERLEY,STMSD,375267,7947892,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.55,127.81
PM426923,KIMBERLEY,STMSD,375827,7946277,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.56,127.82
PM426924,KIMBERLEY,STMSD,377415,7946131,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.57,127.83
PM426925,KIMBERLEY,STMSD,378093,7946424,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.56,127.84
PM426926,KIMBERLEY,STMSD,378903,7946844,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.56,127.85
PM426927,KIMBERLEY,STMSD,379616,7947152,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.56,127.86
PM426928,KIMBERLEY,STMSD,380246,7947805,0,AMG84-52,,0,-5,-9999,10,0,6,-10,-9999,-10,-18.55,127.86
PM426929,KIMBERLEY,STMSD,380236,7947536,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.55,127.86
PM426930,KIMBERLEY,STMSD,380885,7947545,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.55,127.87
PM426931,KIMBERLEY,STMSD,381147,7947416,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.55,127.87
PM426932,KIMBERLEY,STMSD,382000,7948299,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.55,127.88
PM426933,KIMBERLEY,STMSD,382220,7948316,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.55,127.88
PM426934,KIMBERLEY,STMSD,382366,7945031,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.58,127.88
PM426935,KIMBERLEY,STMSD,382360,7946134,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.57,127.88
PM426936,KIMBERLEY,STMSD,382066,7946957,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.56,127.88
PM426937,KIMBERLEY,STMSD,382178,7947678,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.55,127.88
PM426938,KIMBERLEY,STMSD,382359,7948847,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.54,127.88
PM426939,KIMBERLEY,STMSD,382234,7949133,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.54,127.88
PM426940,KIMBERLEY,STMSD,382852,7949707,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.53,127.89
PM426941,KIMBERLEY,STMSD,383379,7950167,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.89
PM426942,KIMBERLEY,STMSD,383103,7950067,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.89
PM426943,KIMBERLEY,STMSD,383088,7950336,0,AMG84-52,,0,-5,-9999,10,0,25,-10,-9999,-10,-18.53,127.89
PM426944,KIMBERLEY,STMSD,383941,7951195,0,AMG84-52,,0,10,-9999,10,0,-10,-10,-9999,-10,-18.52,127.9
PM426945,KIMBERLEY,STMSD,385323,7951581,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.52,127.91
PM426946,KIMBERLEY,STMSD,384552,7951679,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.52,127.9
PM426947,KIMBERLEY,STMSD,382988,7952578,0,AMG84-52,,0,10,-9999,10,0,19,-10,-9999,-10,-18.51,127.89
PM426948,KIMBERLEY,STMSD,383808,7952165,0,AMG84-52,,0,-5,-9999,-5,0,-10,-10,-9999,-10,-18.51,127.9
PM426949,KIMBERLEY,STMSD,384468,7952553,0,AMG84-52,,0,10,-9999,-5,0,-10,-10,-9999,-10,-18.51,127.9
PM426950,KIMBERLEY,STMSD,385324,7952489,0,AMG84-52,,0,20,-9999,10,0,-10,-10,-9999,-10,-18.51,127.91
PM426951,KIMBERLEY,STMSD,385613,7952459,0,AMG84-52,,0,-5,-9999,10,0,-10,-10,-9999,-10,-18.51,127.91
PM426982,KIMBERLEY,STMSD,341303,7950466,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.52,127.49
PM426983,KIMBERLEY,STMSD,340603,7951064,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.52,127.49
PM426984,KIMBERLEY,STMSD,340443,7950815,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.52,127.48
PM426985,KIMBERLEY,STMSD,340667,7950650,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.52,127.49
PM426986,KIMBERLEY,STMSD,340502,7950461,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.52,127.49
PM426987,KIMBERLEY,STMSD,340261,7949518,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.48
PM426988,KIMBERLEY,STMSD,340007,7949393,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.48
PM426989,KIMBERLEY,STMSD,339714,7951251,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.52,127.48
PM426990,KIMBERLEY,STMSD,339987,7951319,0,AMG84-52,,3,-5,-9999,10,0,6,-10,-9999,-10,-18.52,127.48
PM426991,KIMBERLEY,STMSD,339035,7951719,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.47
PM426992,KIMBERLEY,STMSD,338848,7952189,0,AMG84-52,,3,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.47
PM426993,KIMBERLEY,STMSD,338283,7952582,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.5,127.46
PM426994,KIMBERLEY,STMSD,338573,7952705,0,AMG84-52,,3,-5,-9999,10,0,-10,-10,-9999,-10,-18.5,127.47
PM426995,KIMBERLEY,STMSD,332067,7952010,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.51,127.41
PM426996,KIMBERLEY,STMSD,331768,7952062,0,AMG84-52,,3,-5,-9999,10,0,-10,-10,-9999,-10,-18.51,127.4
PM426997,KIMBERLEY,STMSD,332339,7950258,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.53,127.41
PM426998,KIMBERLEY,STMSD,332367,7950018,0,AMG84-52,,3,-5,-9999,10,0,6,-10,-9999,-10,-18.53,127.41
PM426999,KIMBERLEY,STMSD,333412,7950675,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.52,127.42
PM427000,KIMBERLEY,STMSD,334911,7950706,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.52,127.43
PM427001,KIMBERLEY,STMSD,335784,7950182,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.44
PM427002,KIMBERLEY,STMSD,337091,7949940,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.45
PM427003,KIMBERLEY,STMSD,336489,7949146,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.54,127.45
PM427004,KIMBERLEY,STMSD,335509,7949261,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.44
PM427005,KIMBERLEY,STMSD,334296,7949563,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.43
PM427006,KIMBERLEY,STMSD,333318,7949314,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.53,127.42
PM427007,KIMBERLEY,STMSD,333203,7949096,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.54,127.42
PM427008,KIMBERLEY,STMSD,334159,7948406,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.54,127.42
PM427009,KIMBERLEY,STMSD,333968,7948173,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.54,127.42
PM427010,KIMBERLEY,STMSD,333170,7948727,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.54,127.42
PM427011,KIMBERLEY,STMSD,332129,7948653,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.54,127.41
PM427012,KIMBERLEY,STMSD,331387,7948548,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.54,127.4
PM427013,KIMBERLEY,STMSD,331666,7949424,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.53,127.4
PM427014,KIMBERLEY,STMSD,331951,7949617,0,AMG84-52,,1,-5,-9999,15,-0.5,6,-10,-9999,-10,-18.53,127.4
PM427015,KIMBERLEY,STMSD,331925,7950096,0,AMG84-52,,2,-5,-9999,15,-0.5,6,-10,-9999,-10,-18.53,127.4
PM427016,KIMBERLEY,STMSD,332110,7950239,0,AMG84-52,,3,-5,-9999,15,-0.5,6,-10,-9999,-10,-18.53,127.41
PM427017,KIMBERLEY,STMSD,330979,7950835,0,AMG84-52,SE209150,3,-5,-9999,75,-0.5,6,-10,-9999,-10,-18.52,127.4
PM427018,KIMBERLEY,STMSD,330733,7950637,0,AMG84-52,SE209150,1,-5,-9999,40,-0.5,6,-10,-9999,-10,-18.52,127.39
PM427019,KIMBERLEY,STMSD,326015,7946295,0,AMG84-52,,0,-5,-9999,30,-0.5,6,-10,-9999,-10,-18.56,127.35
PM427020,KIMBERLEY,STMSD,319634,7938836,0,AMG84-52,,4,-5,-9999,15,-0.5,6,-10,-9999,-10,-18.63,127.29
PM427021,KIMBERLEY,STMSD,320457,7939046,0,AMG84-52,,2,-5,-9999,15,-0.5,6,-10,-9999,-10,-18.63,127.29
PM427022,KIMBERLEY,STMSD,321017,7940300,0,AMG84-52,SE209156,1,10,-9999,50,-0.5,13,-10,-9999,-10,-18.61,127.3
PM427023,KIMBERLEY,STMSD,321231,7940239,0,AMG84-52,SE209156,2,30,-9999,30,-0.5,6,-10,-9999,-10,-18.61,127.3
PM427024,KIMBERLEY,STMSD,322263,7941130,0,AMG84-52,SE209156,1,20,-9999,10,-0.5,6,-10,-9999,-10,-18.61,127.31
PM427025,KIMBERLEY,STMSD,322401,7941035,0,AMG84-52,SE209156,1,10,-9999,10,-0.5,6,-10,-9999,-10,-18.61,127.31
PM427026,KIMBERLEY,STMSD,320924,7938953,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.63,127.3
PM427027,KIMBERLEY,STMSD,320992,7938719,0,AMG84-52,,4,-5,-9999,10,0,6,-10,-9999,-10,-18.63,127.3
PM427028,KIMBERLEY,STMSD,322797,7938339,0,AMG84-52,,4,-5,-9999,10,0,6,-10,-9999,-10,-18.63,127.32
PM427029,KIMBERLEY,STMSD,322848,7938503,0,AMG84-52,,4,-5,-9999,10,0,6,-10,-9999,-10,-18.63,127.32
PM427030,KIMBERLEY,STMSD,323409,7939063,0,AMG84-52,,4,-5,-9999,10,0,6,-10,-9999,-10,-18.63,127.32
PM427031,KIMBERLEY,STMSD,324529,7939865,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.62,127.33
PM427032,KIMBERLEY,STMSD,309910,7947808,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.55,127.2
PM427033,KIMBERLEY,STMSD,324963,7940645,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.61,127.34
PM427034,KIMBERLEY,STMSD,309589,7947546,0,AMG84-52,,1,-5,-9999,30,0,6,-10,-9999,-10,-18.55,127.19
PM427035,KIMBERLEY,STMSD,324430,7942888,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.59,127.33
PM427036,KIMBERLEY,STMSD,309163,7947907,0,AMG84-52,,4,-5,-9999,10,0,-10,-10,-9999,-10,-18.54,127.19
PM427037,KIMBERLEY,STMSD,325512,7940901,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.61,127.34
PM427038,KIMBERLEY,STMSD,308885,7947944,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.54,127.19
PM427039,KIMBERLEY,STMSD,326194,7942394,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.6,127.35
PM427040,KIMBERLEY,STMSD,308520,7947687,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.55,127.18
PM427041,KIMBERLEY,STMSD,325691,7943883,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.58,127.34
PM427042,KIMBERLEY,STMSD,326478,7943215,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.59,127.35
PM427043,KIMBERLEY,STMSD,326776,7943103,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.59,127.35
PM427044,KIMBERLEY,STMSD,326556,7940611,0,AMG84-52,,4,-5,-9999,10,0,-10,-10,-9999,-10,-18.61,127.35
PM427045,KIMBERLEY,STMSD,326617,7940810,0,AMG84-52,,3,-5,-9999,10,0,6,-10,-9999,-10,-18.61,127.35
PM427046,KIMBERLEY,STMSD,328076,7941664,0,AMG84-52,,3,-5,-9999,10,0,6,-10,-9999,-10,-18.6,127.37
PM427047,KIMBERLEY,STMSD,327943,7941874,0,AMG84-52,,1,-5,-9999,10,0,13,-10,-9999,-10,-18.6,127.37
PM427048,KIMBERLEY,STMSD,327879,7942718,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.59,127.36
PM427049,KIMBERLEY,STMSD,328183,7942796,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.59,127.37
PM427050,KIMBERLEY,STMSD,329391,7942539,0,AMG84-52,,3,-5,-9999,10,0,6,-10,-9999,-10,-18.59,127.38
PM427051,KIMBERLEY,STMSD,329218,7942700,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.59,127.38
PM427052,KIMBERLEY,STMSD,328983,7944163,0,AMG84-52,,1,-5,-9999,10,0,13,-10,-9999,-10,-18.58,127.38
PM427053,KIMBERLEY,STMSD,329273,7944276,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.58,127.38
PM427054,KIMBERLEY,STMSD,330510,7943141,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.59,127.39
PM427055,KIMBERLEY,STMSD,330401,7943271,0,AMG84-52,,2,-5,-9999,10,0,-10,-10,-9999,-10,-18.59,127.39
PM427056,KIMBERLEY,STMSD,330946,7944306,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.58,127.39
PM427057,KIMBERLEY,STMSD,330653,7944367,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.58,127.39
PM427058,KIMBERLEY,STMSD,331356,7945391,0,AMG84-52,,1,-5,-9999,10,0,-10,-10,-9999,-10,-18.57,127.4
PM427059,KIMBERLEY,STMSD,329935,7945758,0,AMG84-52,,1,-5,-9999,15,0,-10,-10,-9999,-10,-18.57,127.38
PM427060,KIMBERLEY,STMSD,330120,7945962,0,AMG84-52,,1,-5,-9999,15,0,6,-10,-9999,-10,-18.56,127.39
PM427061,KIMBERLEY,STMSD,330515,7945346,0,AMG84-52,,1,-5,-9999,15,0,13,-10,-9999,-10,-18.57,127.39
PM427062,KIMBERLEY,STMSD,331419,7943530,0,AMG84-52,,2,-5,-9999,10,0,13,-10,-9999,-10,-18.59,127.4
PM427063,KIMBERLEY,STMSD,332419,7944277,0,AMG84-52,,1,-5,-9999,10,0,13,-10,-9999,-10,-18.58,127.41
PM427064,KIMBERLEY,STMSD,332625,7944505,0,AMG84-52,,1,-5,-9999,10,0,13,-10,-9999,-10,-18.58,127.41
PM427065,KIMBERLEY,STMSD,332733,7944240,0,AMG84-52,,2,-5,-9999,10,0,13,-10,-9999,-10,-18.58,127.41
PM427066,KIMBERLEY,STMSD,333814,7945211,0,AMG84-52,,1,-5,-9999,30,-0.5,13,-10,-9999,-10,-18.57,127.42
PM427067,KIMBERLEY,STMSD,333087,7945136,0,AMG84-52,SE209152,1,-5,-9999,40,-0.5,6,-10,-9999,-10,-18.57,127.41
PM427068,KIMBERLEY,STMSD,332412,7945399,0,AMG84-52,,1,-5,-9999,20,-0.5,6,-10,-9999,-10,-18.57,127.41
PM427069,KIMBERLEY,STMSD,327759,7940424,0,AMG84-52,,4,-5,-9999,20,-0.5,6,-10,-9999,-10,-18.61,127.36
PM427070,KIMBERLEY,STMSD,328236,7940202,0,AMG84-52,,1,-5,-9999,10,-0.5,6,-10,-9999,-10,-18.62,127.37
PM427071,KIMBERLEY,STMSD,328372,7940455,0,AMG84-52,,4,-5,-9999,10,0,6,-10,-9999,-10,-18.61,127.37
PM427072,KIMBERLEY,STMSD,329443,7940594,0,AMG84-52,,4,-5,-9999,10,0,6,-10,-9999,-10,-18.61,127.38
PM427073,KIMBERLEY,STMSD,329872,7940681,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.61,127.38
PM427074,KIMBERLEY,STMSD,330719,7940810,0,AMG84-52,,4,-5,-9999,10,0,6,-10,-9999,-10,-18.61,127.39
PM427075,KIMBERLEY,STMSD,330583,7940522,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.61,127.39
PM427076,KIMBERLEY,STMSD,331223,7940219,0,AMG84-52,,2,-5,-9999,10,0,6,-10,-9999,-10,-18.62,127.4
PM427077,KIMBERLEY,STMSD,331449,7940457,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.61,127.4
PM427078,KIMBERLEY,STMSD,332532,7940146,0,AMG84-52,,1,-5,-9999,10,0,6,-10,-9999,-10,-18.62,127.41
PM427079,KIMBERLEY,STMSD,332087,7941351,0,AMG84-52,,1,-5,-9999,10,0,13,-10,-9999,-10,-18.61,127.4
PM427080,KIMBERLEY,STMSD,332043,7941516,0,AMG84-52,,4,-5,-9999,10,0,6,-10,-9999,-10,-18.6,127.4
PM427081,KIMBERLEY,STMSD,332224,7941829,0,AMG84-52,,1,-5,-9999,10,0,13,-10,-9999,-10,-18.6,127.41
